source_lang,target_lang,source_text,target_text
en,pa,She buy movies in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਫਿਲਮਾਂ ਖਰੀਦਦੀ ਹੈ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਫਿਲਮਾਂ ਖਰੀਦਦੀ ਹੈ।,She buy movies in the village.
hi,pa,वह गांव में फिल्में खरीदती है।,ਉਹ ਪਿੰਡ ਵਿੱਚ ਫਿਲਮਾਂ ਖਰੀਦਦੀ ਹੈ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਫਿਲਮਾਂ ਖਰੀਦਦੀ ਹੈ।,वह गांव में फिल्में खरीदती है।
en,hi,She visit movies in the city.,वह शहर में फिल्में देखने जाती हैं।
hi,en,वह शहर में फिल्में देखने जाती हैं।,She visit movies in the city.
en,pa,She visit movies in the city.,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਦੇਖਣ ਜਾਂਦੀ ਹੈ।
pa,en,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਦੇਖਣ ਜਾਂਦੀ ਹੈ।,She visit movies in the city.
hi,pa,वह शहर में फिल्में देखने जाती हैं।,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਦੇਖਣ ਜਾਂਦੀ ਹੈ।
pa,hi,ਉਹ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਦੇਖਣ ਜਾਂਦੀ ਹੈ।,वह शहर में फिल्में देखने जाती हैं।
en,hi,We buy music in the restaurant.,हम रेस्तरां में संगीत खरीदते हैं।
hi,en,हम रेस्तरां में संगीत खरीदते हैं।,We buy music in the restaurant.
en,pa,We buy music in the restaurant.,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੰਗੀਤ ਖਰੀਦਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੰਗੀਤ ਖਰੀਦਦੇ ਹਾਂ।,We buy music in the restaurant.
hi,pa,हम रेस्तरां में संगीत खरीदते हैं।,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੰਗੀਤ ਖਰੀਦਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਸੰਗੀਤ ਖਰੀਦਦੇ ਹਾਂ।,हम रेस्तरां में संगीत खरीदते हैं।
en,hi,They prefer cars in the school.,वे स्कूल में कार पसंद करते हैं।
hi,en,वे स्कूल में कार पसंद करते हैं।,They prefer cars in the school.
en,pa,They prefer cars in the school.,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।
pa,en,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।,They prefer cars in the school.
hi,pa,वे स्कूल में कार पसंद करते हैं।,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।
pa,hi,ਉਹ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।,वे स्कूल में कार पसंद करते हैं।
en,hi,I want tea in the home.,मुझे घर में चाय चाहिए.
hi,en,मुझे घर में चाय चाहिए.,I want tea in the home.
en,pa,I want tea in the home.,ਮੈਨੂੰ ਘਰ ਵਿੱਚ ਚਾਹ ਚਾਹੀਦੀ ਹੈ।
pa,en,ਮੈਨੂੰ ਘਰ ਵਿੱਚ ਚਾਹ ਚਾਹੀਦੀ ਹੈ।,I want tea in the home.
hi,pa,मुझे घर में चाय चाहिए.,ਮੈਨੂੰ ਘਰ ਵਿੱਚ ਚਾਹ ਚਾਹੀਦੀ ਹੈ।
pa,hi,ਮੈਨੂੰ ਘਰ ਵਿੱਚ ਚਾਹ ਚਾਹੀਦੀ ਹੈ।,मुझे घर में चाय चाहिए.
en,hi,I buy cars in the office.,मैं कार्यालय में कारें खरीदता हूं।
hi,en,मैं कार्यालय में कारें खरीदता हूं।,I buy cars in the office.
en,pa,I buy cars in the office.,ਮੈਂ ਦਫਤਰ ਵਿੱਚ ਕਾਰਾਂ ਖਰੀਦਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਦਫਤਰ ਵਿੱਚ ਕਾਰਾਂ ਖਰੀਦਦਾ ਹਾਂ।,I buy cars in the office.
hi,pa,मैं कार्यालय में कारें खरीदता हूं।,ਮੈਂ ਦਫਤਰ ਵਿੱਚ ਕਾਰਾਂ ਖਰੀਦਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਦਫਤਰ ਵਿੱਚ ਕਾਰਾਂ ਖਰੀਦਦਾ ਹਾਂ।,मैं कार्यालय में कारें खरीदता हूं।
en,hi,We like football in the city.,हमें शहर में फुटबॉल पसंद है।
hi,en,हमें शहर में फुटबॉल पसंद है।,We like football in the city.
en,pa,We like football in the city.,ਸਾਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਹੈ।
pa,en,ਸਾਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਹੈ।,We like football in the city.
hi,pa,हमें शहर में फुटबॉल पसंद है।,ਸਾਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਹੈ।
pa,hi,ਸਾਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਹੈ।,हमें शहर में फुटबॉल पसंद है।
en,hi,They see music in the park.,वे पार्क में संगीत देखते हैं।
hi,en,वे पार्क में संगीत देखते हैं।,They see music in the park.
en,pa,They see music in the park.,ਉਹ ਪਾਰਕ ਵਿੱਚ ਸੰਗੀਤ ਦੇਖਦੇ ਹਨ।
pa,en,ਉਹ ਪਾਰਕ ਵਿੱਚ ਸੰਗੀਤ ਦੇਖਦੇ ਹਨ।,They see music in the park.
hi,pa,वे पार्क में संगीत देखते हैं।,ਉਹ ਪਾਰਕ ਵਿੱਚ ਸੰਗੀਤ ਦੇਖਦੇ ਹਨ।
pa,hi,ਉਹ ਪਾਰਕ ਵਿੱਚ ਸੰਗੀਤ ਦੇਖਦੇ ਹਨ।,वे पार्क में संगीत देखते हैं।
en,hi,You like movies in the city.,आपको शहर की फिल्में पसंद हैं.
hi,en,आपको शहर की फिल्में पसंद हैं.,You like movies in the city.
en,pa,You like movies in the city.,ਤੁਹਾਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਪਸੰਦ ਹਨ।
pa,en,ਤੁਹਾਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਪਸੰਦ ਹਨ।,You like movies in the city.
hi,pa,आपको शहर की फिल्में पसंद हैं.,ਤੁਹਾਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਪਸੰਦ ਹਨ।
pa,hi,ਤੁਹਾਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਫਿਲਮਾਂ ਪਸੰਦ ਹਨ।,आपको शहर की फिल्में पसंद हैं.
en,hi,You know cricket in the village.,आप गांव में क्रिकेट जानते हैं.
hi,en,आप गांव में क्रिकेट जानते हैं.,You know cricket in the village.
en,pa,You know cricket in the village.,ਤੁਸੀਂ ਪਿੰਡ ਵਿੱਚ ਕ੍ਰਿਕਟ ਜਾਣਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਪਿੰਡ ਵਿੱਚ ਕ੍ਰਿਕਟ ਜਾਣਦੇ ਹੋ।,You know cricket in the village.
hi,pa,आप गांव में क्रिकेट जानते हैं.,ਤੁਸੀਂ ਪਿੰਡ ਵਿੱਚ ਕ੍ਰਿਕਟ ਜਾਣਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਪਿੰਡ ਵਿੱਚ ਕ੍ਰਿਕਟ ਜਾਣਦੇ ਹੋ।,आप गांव में क्रिकेट जानते हैं.
en,hi,I watch tea in the park.,मैं पार्क में चाय देखता हूँ।
hi,en,मैं पार्क में चाय देखता हूँ।,I watch tea in the park.
en,pa,I watch tea in the park.,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਚਾਹ ਦੇਖਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਚਾਹ ਦੇਖਦਾ ਹਾਂ।,I watch tea in the park.
hi,pa,मैं पार्क में चाय देखता हूँ।,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਚਾਹ ਦੇਖਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਚਾਹ ਦੇਖਦਾ ਹਾਂ।,मैं पार्क में चाय देखता हूँ।
en,hi,He like movies in the city.,उन्हें शहर की फिल्में पसंद हैं।
hi,en,उन्हें शहर की फिल्में पसंद हैं।,He like movies in the city.
en,pa,He like movies in the city.,ਉਸ ਨੂੰ ਸ਼ਹਿਰ ਦੀਆਂ ਫਿਲਮਾਂ ਪਸੰਦ ਹਨ।
pa,en,ਉਸ ਨੂੰ ਸ਼ਹਿਰ ਦੀਆਂ ਫਿਲਮਾਂ ਪਸੰਦ ਹਨ।,He like movies in the city.
hi,pa,उन्हें शहर की फिल्में पसंद हैं।,ਉਸ ਨੂੰ ਸ਼ਹਿਰ ਦੀਆਂ ਫਿਲਮਾਂ ਪਸੰਦ ਹਨ।
pa,hi,ਉਸ ਨੂੰ ਸ਼ਹਿਰ ਦੀਆਂ ਫਿਲਮਾਂ ਪਸੰਦ ਹਨ।,उन्हें शहर की फिल्में पसंद हैं।
en,hi,You prefer music in the market.,आप बाज़ार में संगीत पसंद करते हैं।
hi,en,आप बाज़ार में संगीत पसंद करते हैं।,You prefer music in the market.
en,pa,You prefer music in the market.,ਤੁਸੀਂ ਮਾਰਕੀਟ ਵਿੱਚ ਸੰਗੀਤ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹੋ.
pa,en,ਤੁਸੀਂ ਮਾਰਕੀਟ ਵਿੱਚ ਸੰਗੀਤ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹੋ.,You prefer music in the market.
hi,pa,आप बाज़ार में संगीत पसंद करते हैं।,ਤੁਸੀਂ ਮਾਰਕੀਟ ਵਿੱਚ ਸੰਗੀਤ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹੋ.
pa,hi,ਤੁਸੀਂ ਮਾਰਕੀਟ ਵਿੱਚ ਸੰਗੀਤ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹੋ.,आप बाज़ार में संगीत पसंद करते हैं।
en,hi,She prefer cars in the restaurant.,वह रेस्तरां में कारें पसंद करती हैं।
hi,en,वह रेस्तरां में कारें पसंद करती हैं।,She prefer cars in the restaurant.
en,pa,She prefer cars in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੀ ਹੈ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੀ ਹੈ।,She prefer cars in the restaurant.
hi,pa,वह रेस्तरां में कारें पसंद करती हैं।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੀ ਹੈ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੀ ਹੈ।,वह रेस्तरां में कारें पसंद करती हैं।
en,hi,She visit tea in the market.,वह बाज़ार में चाय पीने जाती है।
hi,en,वह बाज़ार में चाय पीने जाती है।,She visit tea in the market.
en,pa,She visit tea in the market.,ਉਹ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਦਾ ਦੌਰਾ ਕਰਦੀ ਹੈ।
pa,en,ਉਹ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਦਾ ਦੌਰਾ ਕਰਦੀ ਹੈ।,She visit tea in the market.
hi,pa,वह बाज़ार में चाय पीने जाती है।,ਉਹ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਦਾ ਦੌਰਾ ਕਰਦੀ ਹੈ।
pa,hi,ਉਹ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਦਾ ਦੌਰਾ ਕਰਦੀ ਹੈ।,वह बाज़ार में चाय पीने जाती है।
en,hi,They like football in the village.,उन्हें गांव में फुटबॉल पसंद है.
hi,en,उन्हें गांव में फुटबॉल पसंद है.,They like football in the village.
en,pa,They like football in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਕਰਦੇ ਹਨ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਕਰਦੇ ਹਨ।,They like football in the village.
hi,pa,उन्हें गांव में फुटबॉल पसंद है.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਕਰਦੇ ਹਨ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਫੁੱਟਬਾਲ ਪਸੰਦ ਕਰਦੇ ਹਨ।,उन्हें गांव में फुटबॉल पसंद है.
en,hi,We visit books in the village.,हम गाँव में किताबें देखने जाते हैं।
hi,en,हम गाँव में किताबें देखने जाते हैं।,We visit books in the village.
en,pa,We visit books in the village.,ਅਸੀਂ ਪਿੰਡ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਣ ਜਾਂਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਪਿੰਡ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਣ ਜਾਂਦੇ ਹਾਂ।,We visit books in the village.
hi,pa,हम गाँव में किताबें देखने जाते हैं।,ਅਸੀਂ ਪਿੰਡ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਣ ਜਾਂਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਪਿੰਡ ਵਿਚ ਕਿਤਾਬਾਂ ਦੇਖਣ ਜਾਂਦੇ ਹਾਂ।,हम गाँव में किताबें देखने जाते हैं।
en,hi,We eat cars in the school.,हम स्कूल में कार खाते हैं।
hi,en,हम स्कूल में कार खाते हैं।,We eat cars in the school.
en,pa,We eat cars in the school.,ਅਸੀਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਖਾਂਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਖਾਂਦੇ ਹਾਂ।,We eat cars in the school.
hi,pa,हम स्कूल में कार खाते हैं।,ਅਸੀਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਖਾਂਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਖਾਂਦੇ ਹਾਂ।,हम स्कूल में कार खाते हैं।
en,hi,I visit books in the city.,मैं शहर में किताबें देखने जाता हूं।
hi,en,मैं शहर में किताबें देखने जाता हूं।,I visit books in the city.
en,pa,I visit books in the city.,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਦਾ ਦੌਰਾ ਕਰਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਦਾ ਦੌਰਾ ਕਰਦਾ ਹਾਂ।,I visit books in the city.
hi,pa,मैं शहर में किताबें देखने जाता हूं।,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਦਾ ਦੌਰਾ ਕਰਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਸ਼ਹਿਰ ਵਿੱਚ ਕਿਤਾਬਾਂ ਦਾ ਦੌਰਾ ਕਰਦਾ ਹਾਂ।,मैं शहर में किताबें देखने जाता हूं।
en,hi,I see cars in the school.,मैं स्कूल में गाड़ियाँ देखता हूँ।
hi,en,मैं स्कूल में गाड़ियाँ देखता हूँ।,I see cars in the school.
en,pa,I see cars in the school.,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।,I see cars in the school.
hi,pa,मैं स्कूल में गाड़ियाँ देखता हूँ।,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਸਕੂਲ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹਾਂ।,मैं स्कूल में गाड़ियाँ देखता हूँ।
en,hi,We eat movies in the market.,हम बाजार की फिल्में खाते हैं.
hi,en,हम बाजार की फिल्में खाते हैं.,We eat movies in the market.
en,pa,We eat movies in the market.,ਅਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦੇ ਹਾਂ।,We eat movies in the market.
hi,pa,हम बाजार की फिल्में खाते हैं.,ਅਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਫਿਲਮਾਂ ਖਾਂਦੇ ਹਾਂ।,हम बाजार की फिल्में खाते हैं.
en,hi,They play coffee in the office.,वे कार्यालय में कॉफ़ी खेलते हैं।
hi,en,वे कार्यालय में कॉफ़ी खेलते हैं।,They play coffee in the office.
en,pa,They play coffee in the office.,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦੇ ਹਨ।
pa,en,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦੇ ਹਨ।,They play coffee in the office.
